1;arms_factory;863.00;9.7;183;5.61;0
1;arms_factory;806.00;9.7;116;3.46;0
1;arms_factory;1011.00;9.7;194;0.02;0
1;arms_factory;854.00;9.7;113;3.48;0
1;arms_factory;980.00;9.7;140;1.72;0
1;arms_factory;1025.00;9.7;165;0.33;0
1;industrial_complex;875.00;9.7;62;5.46;0
1;industrial_complex;917.00;9.7;133;2.6;0
1;industrial_complex;971.00;9.7;111;0.77;0
1;industrial_complex;689.00;9.7;137;6.23;0
1;industrial_complex;889.00;9.7;167;0.14;0
1;industrial_complex;812.00;9.7;130;2.99;0
1;air_base;708.00;9.7;115;0.9;0
1;supply_node;793.00;9.7;134;1.06;0
1;supply_node;865.00;9.7;106;3.36;0
1;supply_node;921.00;9.7;194;0.16;0
1;supply_node;848.00;9.7;9;5.61;0
1;supply_node;943.00;9.7;118;4.36;0
1;supply_node;671.00;9.7;164;4.38;0
1;supply_node;728.00;9.7;162;1.39;0
1;supply_node;811.00;9.7;200;5.52;0
1;supply_node;825.00;9.7;135;1.65;0
1;supply_node;983.00;9.7;112;3.91;0
1;supply_node;834.00;9.7;76;5.43;0
1;supply_node;770.00;9.7;107;1.7;0
1;supply_node;1026.00;9.7;143;6.2;0
1;supply_node;951.00;9.7;81;1.98;0
1;supply_node;801.00;9.7;102;2.5;0
1;supply_node;719.00;9.7;116;1.35;0
1;supply_node;931.00;9.7;152;3.95;0
1;supply_node;667.00;9.7;146;2.79;0
1;supply_node;815.00;9.7;113;5.81;0
1;supply_node;924.00;9.7;90;4.6;0
1;supply_node;871.00;9.7;58;0.3;0
1;supply_node;921.00;9.7;105;1.3;0
1;supply_node;667.00;9.7;72;4.22;0
1;supply_node;693.00;9.7;141;4.3;0
1;supply_node;741.00;9.7;134;5.61;0
1;supply_node;1009.00;9.7;197;0.36;0
1;supply_node;764.00;9.7;169;4.45;0
1;supply_node;862.00;9.7;30;1.78;0
1;supply_node;977.00;9.7;162;3.52;0
1;supply_node;988.00;9.7;150;0.91;0
1;supply_node;850.00;9.7;180;0.56;0
1;supply_node;1020.00;9.7;137;3.58;0
1;supply_node;906.00;9.7;88;2.34;0
1;supply_node;958.00;9.7;69;5.53;0
1;supply_node;965.00;9.7;173;2.33;0
1;supply_node;659.00;9.7;114;0.24;0
1;supply_node;785.00;9.7;123;0.27;0
